131	C	14857.59375	18944.71296000015	暖性针叶林
455	E	10927.59375	18892.21296000015	温性针叶林
132	C	12382.59375	18865.82407000009	暖性针叶林
23	K	4462.59375	18971.009260000195	寒温性灌丛
31	A	2977.59375	18878.97221999895	冰雪
133	C	13807.59375	18768.32407000009	暖性针叶林
456	E	10027.59375	18665.083329998888	温性针叶林
32	A	3277.59375	18931.564809998963	冰雪
457	E	6877.59375	18796.379629998934	温性针叶林
24	K	4687.59375	18875.268519998994	寒温性灌丛
159	B	12862.59375	18914.71296000015	干热灌丛
134	C	16417.59375	18608.60185000021	暖性针叶林
135	C	14542.59375	18845.268519998994	暖性针叶林
458	E	8227.59375	18811.564809998963	温性针叶林
459	E	9427.59375	18911.009260000195	温性针叶林
33	A	1507.59375	18605.083329998888	冰雪
34	A	3172.59375	18854.71296000015	冰雪
460	E	8902.59375	18881.009260000195	温性针叶林
10	F	13087.59375	18843.509260000195	河流
57	D	20032.59375	18890.268519998994	针阔混交林
461	E	9607.59375	18706.379629998934	温性针叶林
11	H	20032.59375	18561.75	寒温山地硬叶常绿栎林
58	D	19492.59375	18574.89814999886	针阔混交林
462	E	10327.59375	18772.21296000015	温性针叶林
463	E	5572.59375	18482.86110999901	温性针叶林
464	E	5692.59375	18693.231480000075	温性针叶林
59	D	9382.59375	18653.78703999892	针阔混交林
29	J	4342.59375	18783.509260000195	高山流石滩疏生草甸
35	A	2182.59375	18807.86110999901	冰雪
465	E	9187.59375	18742.120370000135	温性针叶林
136	C	13747.59375	18659.620370000135	暖性针叶林
36	A	2722.59375	18567.67592999898	冰雪
466	E	9052.59375	18698.97221999895	温性针叶林
467	E	7822.59375	18734.71296000015	温性针叶林
25	K	5212.59375	18719.435190000106	寒温性灌丛
160	B	14212.59375	18103.60185000021	干热灌丛
37	A	1402.59375	18747.86110999901	冰雪
38	A	3337.59375	18702.86110999901	冰雪
60	D	18697.59375	18471.75	针阔混交林
61	D	18967.59375	18558.32407000009	针阔混交林
62	D	19087.59375	18498.046300000045	针阔混交林
468	E	11842.59375	18678.13889000006	温性针叶林
63	D	11062.59375	18691.564809998963	针阔混交林
137	C	16627.59375	18704.71296000015	暖性针叶林
30	J	4342.59375	18712.02778000012	高山流石滩疏生草甸
469	E	11662.59375	18744.157409999985	温性针叶林
470	E	6592.59375	18573.231480000075	温性针叶林
471	E	7987.59375	18717.67592999898	温性针叶林
472	E	8227.59375	18445.731480000075	温性针叶林
161	B	14182.59375	16869.71296000015	干热灌丛
473	E	12202.59375	18601.564809998963	温性针叶林
474	E	6367.59375	18635.268519998994	温性针叶林
475	E	6097.59375	18635.268519998994	温性针叶林
26	K	4177.59375	18333.13889000006	寒温性灌丛
138	C	16282.59375	18595.82407000009	暖性针叶林
39	A	2272.59375	18438.046300000045	冰雪
476	E	8662.59375	18595.82407000009	温性针叶林
64	D	10342.59375	18580.91667000018	针阔混交林
65	D	18757.59375	18631.564809998963	针阔混交林
477	E	8482.59375	18612.86110999901	温性针叶林
139	C	12457.59375	18344.435190000106	暖性针叶林
478	E	11392.59375	18618.41667000018	温性针叶林
162	B	13012.59375	17984.064809998963	干热灌丛
140	C	17257.59375	18115.083329998888	暖性针叶林
12	H	20332.59375	18588.41667000018	寒温山地硬叶常绿栎林
141	C	16027.59375	18430.63889000006	暖性针叶林
27	K	4207.59375	18562.120370000135	寒温性灌丛
40	A	3022.59375	18627.86110999901	冰雪
41	A	2122.59375	18193.97221999895	冰雪
479	E	6502.59375	18500.268519998994	温性针叶林
480	E	6682.59375	18417.490739998873	温性针叶林
481	E	7717.59375	18633.32407000009	温性针叶林
66	D	10552.59375	18601.564809998963	针阔混交林
142	C	16597.59375	17511.10185000021	暖性针叶林
67	D	19177.59375	18601.564809998963	针阔混交林
482	E	9652.59375	18584.71296000015	温性针叶林
42	A	3622.59375	18532.120370000135	冰雪
28	K	4777.59375	18449.620370000135	寒温性灌丛
483	E	8062.59375	18584.71296000015	温性针叶林
29	K	4552.59375	18490.91667000018	寒温性灌丛
484	E	6847.59375	18466.379629998934	温性针叶林
43	A	2017.59375	18331.194440000225	冰雪
485	E	6022.59375	18564.157409999985	温性针叶林
143	C	15397.59375	18551.009260000195	暖性针叶林
44	A	3802.59375	18458.97221999895	冰雪
163	B	11932.59375	18485.268519998994	干热灌丛
164	B	13642.59375	18406.379629998934	干热灌丛
144	C	15562.59375	18511.564809998963	暖性针叶林
165	B	14002.59375	18336.935190000106	干热灌丛
68	D	8932.59375	18376.379629998934	针阔混交林
69	D	18367.59375	18534.157409999985	针阔混交林
30	K	4912.59375	18468.41667000018	寒温性灌丛
70	D	10312.59375	18428.97221999895	针阔混交林
31	K	4492.59375	18350.268519998994	寒温性灌丛
166	B	12787.59375	18464.71296000015	干热灌丛
45	A	3307.59375	18464.71296000015	冰雪
145	C	16522.59375	18372.67592999898	暖性针叶林
71	D	9697.59375	18207.490739998873	针阔混交林
486	E	8182.59375	17950.268519998994	温性针叶林
46	A	3112.59375	18290.083329998888	冰雪
167	B	11482.59375	18382.120370000135	干热灌丛
13	H	18382.59375	18355.82407000009	寒温山地硬叶常绿栎林
32	K	5107.59375	18355.82407000009	寒温性灌丛
47	A	2452.59375	18421.564809998963	冰雪
146	C	12352.59375	18434.71296000015	暖性针叶林
487	E	5647.59375	18115.453699999955	温性针叶林
72	D	10567.59375	18393.509260000195	针阔混交林
73	D	10402.59375	17980.546300000045	针阔混交林
14	H	20212.59375	18417.86110999901	寒温山地硬叶常绿栎林
74	D	9202.59375	18417.86110999901	针阔混交林
75	D	10192.59375	18404.71296000015	针阔混交林
76	D	18307.59375	17629.52778000012	针阔混交林
15	H	18292.59375	18378.41667000018	寒温山地硬叶常绿栎林
11	F	13597.59375	17559.52778000012	河流
77	D	9307.59375	18295.82407000009	针阔混交林
78	D	10087.59375	18177.490739998873	针阔混交林
48	A	2572.59375	18295.82407000009	冰雪
49	A	3367.59375	17909.25	冰雪
488	E	8257.59375	18374.71296000015	温性针叶林
489	E	11212.59375	18342.86110999901	温性针叶林
50	A	2917.59375	18216.935190000106	冰雪
51	A	3427.59375	18260.268519998994	冰雪
490	E	4747.59375	18239.620370000135	温性针叶林
491	E	7537.59375	18331.564809998963	温性针叶林
16	H	17512.59375	18371.009260000195	寒温山地硬叶常绿栎林
79	D	9547.59375	18344.71296000015	针阔混交林
33	K	3937.59375	18121.194440000225	寒温性灌丛
80	D	18697.59375	18200.083329998888	针阔混交林
17	H	17902.59375	18341.009260000195	寒温山地硬叶常绿栎林
492	E	4867.59375	18235.82407000009	温性针叶林
493	E	5782.59375	18241.564809998963	温性针叶林
81	D	8752.59375	17993.78703999892	针阔混交林
18	H	17587.59375	18262.21296000015	寒温山地硬叶常绿栎林
34	K	4627.59375	18275.268519998994	寒温性灌丛
35	K	19762.59375	18179.620370000135	寒温性灌丛
168	B	13147.59375	18252.86110999901	干热灌丛
147	C	15907.59375	17736.657409999985	暖性针叶林
169	B	11197.59375	18061.194440000225	干热灌丛
52	A	2302.59375	18245.268519998994	冰雪
82	D	9742.59375	18294.157409999985	针阔混交林
83	D	18892.59375	18307.305559998844	针阔混交林
148	C	12712.59375	18241.564809998963	暖性针叶林
53	A	18982.59375	18166.009260000195	冰雪
170	B	15337.59375	17686.009260000195	干热灌丛
19	H	17797.59375	18241.564809998963	寒温山地硬叶常绿栎林
54	A	1897.59375	18267.86110999901	冰雪
149	C	16732.59375	18181.564809998963	暖性针叶林
20	H	17707.59375	18037.02778000012	寒温山地硬叶常绿栎林
171	B	13372.59375	18213.509260000195	干热灌丛
494	E	4927.59375	18172.120370000135	温性针叶林
172	B	11122.59375	18151.564809998963	干热灌丛
495	E	5212.59375	18168.41667000018	温性针叶林
36	K	19402.59375	18194.71296000015	寒温性灌丛
21	H	20227.59375	18036.935190000106	寒温山地硬叶常绿栎林
22	H	19942.59375	18125.268519998994	寒温山地硬叶常绿栎林
84	D	8902.59375	18070.91667000018	针阔混交林
173	B	13612.59375	17862.305559998844	干热灌丛
85	D	17572.59375	18138.41667000018	针阔混交林
86	D	10327.59375	18174.157409999985	针阔混交林
496	E	10672.59375	18147.86110999901	温性针叶林
87	D	17962.59375	18134.71296000015	针阔混交林
497	E	8587.59375	17627.953699999955	温性针叶林
150	C	15637.59375	18055.82407000009	暖性针叶林
174	B	11992.59375	18171.842590000015	干热灌丛
31	J	3487.59375	18052.21296000015	高山流石滩疏生草甸
498	E	8287.59375	18131.009260000195	温性针叶林
499	E	7117.59375	17526.194440000225	温性针叶林
500	E	7447.59375	18117.67592999898	温性针叶林
29	G	10852.59375	18012.67592999898	暖温性稀树灌木草丛
501	E	20722.59375	17920.63889000006	温性针叶林
175	B	11602.59375	18074.71296000015	干热灌丛
55	A	1732.59375	17982.67592999898	冰雪
88	D	17977.59375	17830.63889000006	针阔混交林
89	D	18157.59375	17877.67592999898	针阔混交林
37	K	19777.59375	18048.41667000018	寒温性灌丛
56	A	1687.59375	18101.009260000195	冰雪
32	J	5047.59375	17916.935190000106	高山流石滩疏生草甸
57	A	3517.59375	17960.268519998994	冰雪
502	E	7837.59375	17614.52778000012	温性针叶林
151	C	16762.59375	17995.82407000009	暖性针叶林
58	A	427.59375	18085.91667000018	冰雪
90	D	9712.59375	18071.009260000195	针阔混交林
91	D	18952.59375	18005.268519998994	针阔混交林
152	C	17062.59375	18071.009260000195	暖性针叶林
92	D	18502.59375	17926.379629998934	针阔混交林
26	L	19447.59375	18033.509260000195	高山草甸
503	E	20482.59375	17686.009260000195	温性针叶林
504	E	10477.59375	17778.046300000045	温性针叶林
505	E	7447.59375	18024.157409999985	温性针叶林
506	E	4882.59375	17449.342590000015	温性针叶林
59	A	502.59375	18011.009260000195	冰雪
507	E	4867.59375	17997.86110999901	温性针叶林
508	E	9502.59375	17866.379629998934	温性针叶林
60	A	3202.59375	17958.41667000018	冰雪
509	E	9352.59375	17952.86110999901	温性针叶林
27	L	19417.59375	17727.490739998873	高山草甸
176	B	11137.59375	17967.86110999901	干热灌丛
153	C	16252.59375	17964.157409999985	暖性针叶林
510	E	6787.59375	17875.82407000009	温性针叶林
38	K	19807.59375	17860.91667000018	寒温性灌丛
177	B	13432.59375	17898.41667000018	干热灌丛
178	B	14287.59375	17911.564809998963	干热灌丛
179	B	14527.59375	17252.768519998994	干热灌丛
33	J	5932.59375	17911.564809998963	高山流石滩疏生草甸
39	K	20032.59375	17924.71296000015	寒温性灌丛
93	D	19297.59375	17937.86110999901	针阔混交林
511	E	7402.59375	17977.305559998844	温性针叶林
61	A	1627.59375	17872.120370000135	冰雪
154	C	15817.59375	17937.86110999901	暖性针叶林
155	C	15982.59375	17872.120370000135	暖性针叶林
180	B	15037.59375	17907.86110999901	干热灌丛
94	D	17887.59375	17842.120370000135	针阔混交林
181	B	13822.59375	17907.86110999901	干热灌丛
40	K	3847.59375	17883.509260000195	寒温性灌丛
182	B	13327.59375	17605.453699999955	干热灌丛
512	E	5437.59375	17671.194440000225	温性针叶林
513	E	8992.59375	17738.97221999895	温性针叶林
514	E	9262.59375	17718.32407000009	温性针叶林
156	C	16957.59375	17921.009260000195	暖性针叶林
34	J	3637.59375	17110.17592999898	高山流石滩疏生草甸
515	E	6877.59375	17853.509260000195	温性针叶林
183	B	14602.59375	17626.379629998934	干热灌丛
516	E	6877.59375	17204.064809998963	温性针叶林
62	A	1987.59375	17874.157409999985	冰雪
517	E	11842.59375	16454.157409999985	温性针叶林
184	B	12127.59375	17808.41667000018	干热灌丛
518	E	6637.59375	17847.86110999901	温性针叶林
519	E	9727.59375	17821.564809998963	温性针叶林
95	D	8812.59375	17847.86110999901	针阔混交林
185	B	11437.59375	17676.935190000106	干热灌丛
96	D	18067.59375	17834.71296000015	针阔混交林
97	D	18547.59375	17699.52778000012	针阔混交林
63	A	3232.59375	17791.564809998963	冰雪
520	E	4027.59375	17536.379629998934	温性针叶林
186	B	12832.59375	17680.36110999901	干热灌丛
64	A	2962.59375	17705.268519998994	冰雪
521	E	9832.59375	17153.046300000045	温性针叶林
41	K	19747.59375	17744.71296000015	寒温性灌丛
65	A	3517.59375	17609.620370000135	冰雪
522	E	5947.59375	17678.97221999895	温性针叶林
98	D	19987.59375	17376.564809998963	针阔混交林
187	B	14647.59375	17741.009260000195	干热灌丛
523	E	10072.59375	17727.86110999901	温性针叶林
28	L	19222.59375	17579.620370000135	高山草甸
524	E	7582.59375	17724.157409999985	温性针叶林
99	D	18832.59375	17711.009260000195	针阔混交林
188	B	13207.59375	17549.620370000135	干热灌丛
35	J	4297.59375	17329.71296000015	高山流石滩疏生草甸
525	E	6457.59375	17611.564809998963	温性针叶林
526	E	9502.59375	17508.32407000009	温性针叶林
189	B	12382.59375	17566.379629998934	干热灌丛
527	E	7477.59375	17615.268519998994	温性针叶林
528	E	6247.59375	17694.157409999985	温性针叶林
529	E	4147.59375	17523.231480000075	温性针叶林
530	E	5512.59375	17602.21296000015	温性针叶林
531	E	7312.59375	17613.509260000195	温性针叶林
157	C	17032.59375	17637.86110999901	暖性针叶林
66	A	2767.59375	17613.509260000195	冰雪
67	A	3322.59375	17190.82407000009	冰雪
1	O	21007.59375	17407.02778000012	亚高山草甸
532	E	10597.59375	17046.657409999985	温性针叶林
533	E	5842.59375	17604.157409999985	温性针叶林
534	E	6217.59375	17170.546300000045	温性针叶林
535	E	9022.59375	17568.41667000018	温性针叶林
536	E	9742.59375	17591.009260000195	温性针叶林
537	E	9082.59375	17301.75	温性针叶林
30	G	10552.59375	17485.82407000009	暖温性稀树灌木草丛
538	E	6772.59375	17577.86110999901	温性针叶林
158	C	16282.59375	17433.231480000075	暖性针叶林
68	A	2857.59375	17491.564809998963	冰雪
539	E	6412.59375	17485.82407000009	温性针叶林
100	D	17797.59375	17305.731480000075	针阔混交林
159	C	15412.59375	17192.86110999901	暖性针叶林
540	E	5572.59375	17420.268519998994	温性针叶林
190	B	14167.59375	17517.86110999901	干热灌丛
160	C	16807.59375	17465.268519998994	暖性针叶林
541	E	10387.59375	17544.157409999985	温性针叶林
191	B	10687.59375	17504.71296000015	干热灌丛
101	D	19027.59375	17491.564809998963	针阔混交林
12	F	13762.59375	17461.564809998963	河流
102	D	19132.59375	17461.564809998963	针阔混交林
103	D	20902.59375	17298.32407000009	针阔混交林
161	C	13282.59375	17063.41667000018	暖性针叶林
542	E	20602.59375	17491.564809998963	温性针叶林
543	E	5917.59375	17236.379629998934	温性针叶林
23	H	9892.59375	17392.120370000135	寒温山地硬叶常绿栎林
104	D	18562.59375	17365.82407000009	针阔混交林
544	E	8467.59375	17378.97221999895	温性针叶林
162	C	15697.59375	17457.86110999901	暖性针叶林
545	E	5902.59375	17405.268519998994	温性针叶林
546	E	7312.59375	17424.157409999985	温性针叶林
29	L	19432.59375	17300.268519998994	高山草甸
30	L	19642.59375	17382.86110999901	高山草甸
163	C	16582.59375	17056.009260000195	暖性针叶林
69	A	2107.59375	16806.194440000225	冰雪
31	G	10582.59375	17384.71296000015	暖温性稀树灌木草丛
70	A	2122.59375	17121.75	冰雪
36	J	4222.59375	17270.268519998994	高山流石滩疏生草甸
105	D	18922.59375	17358.41667000018	针阔混交林
2	O	20392.59375	17170.91667000018	亚高山草甸
71	A	3502.59375	17354.71296000015	冰雪
106	D	18217.59375	17157.67592999898	针阔混交林
107	D	17662.59375	17328.41667000018	针阔混交林
37	J	4072.59375	17381.009260000195	高山流石滩疏生草甸
547	E	7267.59375	17367.86110999901	温性针叶林
548	E	7522.59375	17354.71296000015	温性针叶林
164	C	13012.59375	17328.41667000018	暖性针叶林
549	E	12142.59375	17210.268519998994	温性针叶林
165	C	16132.59375	17272.120370000135	暖性针叶林
550	E	5752.59375	17219.52778000012	温性针叶林
166	C	16357.59375	16900.546300000045	暖性针叶林
551	E	8857.59375	17311.564809998963	温性针叶林
167	C	11497.59375	16733.046300000045	暖性针叶林
108	D	20527.59375	17351.009260000195	针阔混交林
109	D	19867.59375	17268.41667000018	针阔混交林
72	A	2947.59375	17097.490739998873	冰雪
168	C	11332.59375	17215.82407000009	暖性针叶林
552	E	7372.59375	17182.120370000135	温性针叶林
169	C	11587.59375	17191.564809998963	暖性针叶林
553	E	8407.59375	17251.564809998963	温性针叶林
110	D	19042.59375	17304.157409999985	针阔混交林
170	C	15877.59375	16902.490739998873	暖性针叶林
3	O	20992.59375	16661.935190000106	亚高山草甸
192	B	15217.59375	16572.120370000135	干热灌丛
554	E	10342.59375	17277.86110999901	温性针叶林
111	D	17917.59375	17264.71296000015	针阔混交林
555	E	9322.59375	17202.86110999901	温性针叶林
73	A	652.59375	17182.120370000135	冰雪
556	E	8812.59375	17247.86110999901	温性针叶林
557	E	5467.59375	17236.379629998934	温性针叶林
13	F	13867.59375	17247.86110999901	河流
112	D	18052.59375	17099.620370000135	针阔混交林
31	L	19387.59375	17135.268519998994	高山草甸
171	C	17317.59375	17131.564809998963	暖性针叶林
32	L	19717.59375	17165.268519998994	高山草甸
4	O	20827.59375	17244.157409999985	亚高山草甸
558	E	10762.59375	17138.97221999895	温性针叶林
559	E	11677.59375	17112.67592999898	温性针叶林
74	A	2332.59375	16729.89814999886	冰雪
113	D	18922.59375	17056.379629998934	针阔混交林
114	D	18862.59375	17201.009260000195	针阔混交林
560	E	20242.59375	17043.231480000075	温性针叶林
172	C	15967.59375	17112.86110999901	暖性针叶林
173	C	16372.59375	17092.21296000015	暖性针叶林
115	D	18232.59375	16776.564809998963	针阔混交林
193	B	15262.59375	17092.120370000135	干热灌丛
561	E	6457.59375	17009.620370000135	温性针叶林
174	C	17962.59375	17092.120370000135	暖性针叶林
562	E	10267.59375	17020.91667000018	温性针叶林
75	A	2827.59375	17009.52778000012	冰雪
5	O	20542.59375	17082.86110999901	亚高山草甸
76	A	2737.59375	16825.453699999955	冰雪
116	D	18322.59375	16930.63889000006	针阔混交林
563	E	7387.59375	17088.41667000018	温性针叶林
175	C	17887.59375	17062.21296000015	暖性针叶林
77	A	3937.59375	17114.805559998844	冰雪
194	B	14257.59375	17071.564809998963	干热灌丛
176	C	12517.59375	16990.91667000018	暖性针叶林
177	C	16972.59375	17103.32407000009	暖性针叶林
178	C	15652.59375	17058.41667000018	暖性针叶林
117	D	18622.59375	17097.86110999901	针阔混交林
564	E	7747.59375	16861.194440000225	温性针叶林
565	E	8212.59375	16887.67592999898	温性针叶林
33	L	19972.59375	16926.935190000106	高山草甸
6	O	20857.59375	17131.564809998963	亚高山草甸
566	E	7642.59375	17028.41667000018	温性针叶林
7	O	20452.59375	16673.41667000018	亚高山草甸
567	E	5692.59375	17002.21296000015	温性针叶林
195	B	13597.59375	17015.268519998994	干热灌丛
179	C	16837.59375	16671.842590000015	暖性针叶林
38	J	4192.59375	17067.86110999901	高山流石滩疏生草甸
568	E	8302.59375	17024.71296000015	温性针叶林
569	E	8542.59375	17064.157409999985	温性针叶林
570	E	20167.59375	16972.21296000015	温性针叶林
180	C	16357.59375	17037.86110999901	暖性针叶林
118	D	18877.59375	16981.564809998963	针阔混交林
571	E	12037.59375	16915.82407000009	温性针叶林
119	D	19132.59375	17007.86110999901	针阔混交林
181	C	17722.59375	16405.36110999901	暖性针叶林
78	A	3142.59375	16846.379629998934	冰雪
34	L	19372.59375	16859.52778000012	高山草甸
196	B	14407.59375	16846.379629998934	干热灌丛
572	E	10222.59375	16675.453699999955	温性针叶林
182	C	17047.59375	16938.41667000018	暖性针叶林
183	C	13117.59375	16977.86110999901	暖性针叶林
573	E	12262.59375	16788.32407000009	温性针叶林
574	E	9232.59375	16953.509260000195	温性针叶林
575	E	9022.59375	16891.564809998963	温性针叶林
197	B	13822.59375	16891.564809998963	干热灌丛
576	E	8557.59375	16840.91667000018	温性针叶林
42	K	6862.59375	16776.935190000106	寒温性灌丛
79	A	4582.59375	16521.842590000015	冰雪
577	E	10492.59375	16733.78703999892	温性针叶林
120	D	18607.59375	16852.21296000015	针阔混交林
35	L	19522.59375	16852.120370000135	高山草甸
80	A	2512.59375	16835.268519998994	冰雪
578	E	7387.59375	16901.009260000195	温性针叶林
579	E	6007.59375	16927.305559998844	温性针叶林
121	D	18742.59375	16901.009260000195	针阔混交林
580	E	20047.59375	16506.564809998963	温性针叶林
581	E	9517.59375	16844.71296000015	温性针叶林
184	C	11407.59375	16812.86110999901	暖性针叶林
81	A	3952.59375	16542.305559998844	冰雪
82	A	1942.59375	16831.564809998963	冰雪
582	E	7567.59375	16792.21296000015	温性针叶林
583	E	7147.59375	16576.379629998934	温性针叶林
198	B	13282.59375	16841.009260000195	干热灌丛
584	E	8707.59375	16722.67592999898	温性针叶林
585	E	5812.59375	16754.25	温性针叶林
83	A	3232.59375	16393.97221999895	冰雪
586	E	10597.59375	16814.71296000015	温性针叶林
8	O	20677.59375	16142.768519998994	亚高山草甸
122	D	19027.59375	16780.731480000075	针阔混交林
123	D	18412.59375	16811.009260000195	针阔混交林
39	J	4267.59375	16811.009260000195	高山流石滩疏生草甸
40	J	5377.59375	16666.379629998934	高山流石滩疏生草甸
199	B	15742.59375	16008.972219998948	干热灌丛
587	E	5662.59375	16811.009260000195	温性针叶林
84	A	3382.59375	16711.564809998963	冰雪
124	D	8887.59375	16608.32407000009	针阔混交林
9	O	20647.59375	16484.435190000106	亚高山草甸
125	D	19717.59375	16144.71296000015	针阔混交林
126	D	18907.59375	16662.67592999898	针阔混交林
43	K	6337.59375	16478.60185000021	寒温性灌丛
127	D	19222.59375	16743.509260000195	针阔混交林
588	E	10102.59375	16777.21296000015	温性针叶林
185	C	12967.59375	16698.41667000018	暖性针叶林
589	E	9562.59375	16362.490739998873	温性针叶林
590	E	8197.59375	16698.41667000018	温性针叶林
591	E	8392.59375	16685.268519998994	温性针叶林
592	E	7852.59375	16672.120370000135	温性针叶林
186	C	16012.59375	16632.67592999898	暖性针叶林
85	A	2107.59375	16721.009260000195	冰雪
593	E	7177.59375	16707.86110999901	温性针叶林
200	B	14122.59375	16287.120370000135	干热灌丛
594	E	8197.59375	16477.02778000012	温性针叶林
128	D	19282.59375	16642.120370000135	针阔混交林
129	D	8482.59375	16461.657409999985	针阔混交林
595	E	5992.59375	16677.86110999901	温性针叶林
130	D	18667.59375	16632.86110999901	针阔混交林
596	E	6817.59375	16559.52778000012	温性针叶林
187	C	17167.59375	16612.120370000135	暖性针叶林
86	A	3082.59375	16677.86110999901	冰雪
87	A	5092.59375	16638.41667000018	冰雪
597	E	11272.59375	16691.009260000195	温性针叶林
201	B	14167.59375	16488.32407000009	干热灌丛
131	D	19042.59375	16595.268519998994	针阔混交林
598	E	9697.59375	16582.21296000015	温性针叶林
599	E	12472.59375	16490.083329998888	温性针叶林
88	A	2977.59375	16476.935190000106	冰雪
600	E	10957.59375	16555.82407000009	温性针叶林
188	C	13222.59375	16621.564809998963	暖性针叶林
189	C	16957.59375	16334.435190000106	暖性针叶林
89	A	2767.59375	16565.268519998994	冰雪
601	E	7762.59375	16428.32407000009	温性针叶林
602	E	7432.59375	16578.41667000018	温性针叶林
90	A	1732.59375	16486.379629998934	冰雪
132	D	18772.59375	16490.268519998994	针阔混交林
91	A	2632.59375	16552.120370000135	冰雪
133	D	19372.59375	16510.91667000018	针阔混交林
603	E	12442.59375	16587.86110999901	温性针叶林
10	O	20512.59375	16574.71296000015	亚高山草甸
41	J	5947.59375	16469.52778000012	高山流石滩疏生草甸
604	E	11737.59375	16531.564809998963	温性针叶林
92	A	3487.59375	16452.67592999898	冰雪
605	E	6697.59375	16321.194440000225	温性针叶林
202	B	15067.59375	15863.41667000018	干热灌丛
93	A	4402.59375	16235.083329998888	冰雪
42	J	5677.59375	16475.268519998994	高山流石滩疏生草甸
24	H	10837.59375	16488.41667000018	寒温山地硬叶常绿栎林
190	C	16357.59375	16471.194440000225	暖性针叶林
32	G	16837.59375	16173.13889000006	暖温性稀树灌木草丛
134	D	19312.59375	16370.268519998994	针阔混交林
606	E	9367.59375	16432.120370000135	温性针叶林
94	A	4117.59375	16143.13889000006	冰雪
135	D	19072.59375	16413.509260000195	针阔混交林
203	B	14887.59375	16302.675929998979	干热灌丛
607	E	10027.59375	16236.935190000106	温性针叶林
43	J	5302.59375	16342.21296000015	高山流石滩疏生草甸
608	E	7237.59375	16434.157409999985	温性针叶林
44	K	5827.59375	16353.509260000195	寒温性灌丛
33	G	16267.59375	16405.91667000018	暖温性稀树灌木草丛
609	E	11032.59375	16270.91667000018	温性针叶林
191	C	17527.59375	16312.21296000015	暖性针叶林
95	A	1387.59375	16388.97221999895	冰雪
610	E	11707.59375	16374.157409999985	温性针叶林
136	D	9187.59375	16158.32407000009	针阔混交林
611	E	10627.59375	16058.60185000021	温性针叶林
137	D	18877.59375	16282.21296000015	针阔混交林
45	K	7552.59375	16272.861109999008	寒温性灌丛
612	E	10462.59375	16068.046300000045	温性针叶林
204	B	13762.59375	15446.935190000106	干热灌丛
96	A	4717.59375	16148.972219998948	冰雪
46	K	5662.59375	16278.41667000018	寒温性灌丛
613	E	10342.59375	16265.268519998994	温性针叶林
138	D	18667.59375	16265.268519998994	针阔混交林
614	E	12367.59375	16274.71296000015	温性针叶林
139	D	18082.59375	16116.935190000106	针阔混交林
97	A	4987.59375	16327.305559998844	冰雪
140	D	19282.59375	16263.509260000195	针阔混交林
615	E	8377.59375	16077.675929998979	温性针叶林
616	E	7282.59375	16284.157409999985	温性针叶林
205	B	13387.59375	16156.379629998934	干热灌丛
98	A	1312.59375	16244.71296000015	冰雪
99	A	3622.59375	15045.63889000006	冰雪
100	A	5002.59375	16227.675929998979	冰雪
617	E	7192.59375	16192.120370000135	温性针叶林
34	G	16612.59375	16214.71296000015	暖温性稀树灌木草丛
206	B	14317.59375	15452.120370000135	干热灌丛
618	E	5962.59375	16214.71296000015	温性针叶林
141	D	19177.59375	16115.268519998994	针阔混交林
192	C	17437.59375	16026.935190000106	暖性针叶林
619	E	12667.59375	16026.935190000106	温性针叶林
620	E	9382.59375	15739.898149998859	温性针叶林
621	E	12232.59375	16053.231480000075	温性针叶林
622	E	6937.59375	16194.157409999985	温性针叶林
623	E	8527.59375	16070.268519998994	温性针叶林
101	A	3967.59375	16181.009260000195	冰雪
624	E	8692.59375	16102.120370000135	温性针叶林
625	E	8122.59375	15957.490739998873	温性针叶林
626	E	6397.59375	15884.342590000015	温性针叶林
627	E	11872.59375	16178.972219998948	温性针叶林
628	E	7312.59375	16122.861109999008	温性针叶林
193	C	17512.59375	16167.861109999008	暖性针叶林
194	C	17662.59375	16167.861109999008	暖性针叶林
207	B	15862.59375	15848.60185000021	干热灌丛
44	J	5737.59375	16072.120370000135	高山流石滩疏生草甸
629	E	10027.59375	16085.268519998994	温性针叶林
630	E	11902.59375	16072.120370000135	温性针叶林
102	A	5437.59375	15948.32407000009	冰雪
631	E	9847.59375	15948.32407000009	温性针叶林
103	A	4897.59375	15782.861109999008	冰雪
104	A	5392.59375	16030.91667000018	冰雪
632	E	9922.59375	16045.82407000009	温性针叶林
208	B	14242.59375	16062.861109999008	干热灌丛
633	E	6982.59375	16152.861109999008	温性针叶林
634	E	8887.59375	16055.268519998994	温性针叶林
195	C	17542.59375	15938.972219998948	暖性针叶林
196	C	18502.59375	15298.879629998934	暖性针叶林
142	D	18907.59375	16147.305559998844	针阔混交林
635	E	6787.59375	16064.71296000015	温性针叶林
636	E	9712.59375	16051.564809998963	温性针叶林
105	A	5227.59375	15970.91667000018	冰雪
637	E	7867.59375	15998.972219998948	温性针叶林
638	E	8977.59375	15785.083329998888	温性针叶林
197	C	17152.59375	15764.435190000106	暖性针叶林
106	A	4987.59375	16034.71296000015	冰雪
209	B	14872.59375	15955.82407000009	干热灌丛
639	E	12262.59375	15666.564809998963	温性针叶林
143	D	18802.59375	15745.453699999955	针阔混交林
640	E	6967.59375	15929.52778000012	温性针叶林
641	E	11092.59375	16017.861109999008	温性针叶林
